id,fecha,ubicacion,aerolinea,ruta,tipo,total_abordo,fallecidos,fallecidos_en_tierra,anio
2499,1970-08-26,"Near Tam Ky, South Vietnam",Military - U.S. Army,sin informacion,Boeing Vertol CH47B (helicopter),32,30,0,1970
2500,1970-08-29,"Near Silchar, India",Indian Airlines,Silchar - Gauhati,Fokker F-27 Friendship 400,39,39,0,1970
2501,1970-08-30,"Haringvreter, Netherlands",Dutch Continental Airways,Sightseeing,Britten-Norman BN-2A Islander,10,3,0,1970
2502,1970-09-02,"Lihovka, Ukraine",Aeroflot,Rostov-on-Don - Vilnius,Tupolev Tu-124,37,37,0,1970
2503,1970-09-02,"Near Dnepropetrovsk, Ukraine, USSR",Aeroflot,sin informacion,Tupolev TU-124,37,37,0,1970
2504,1970-09-03,"Near Leningrad, USSR",Aeroflot,"Frunze, Kyrgyzstan - Leninabad, Tajikistan",Yakovlev YAK-40,21,21,0,1970
2505,1970-09-08,"New York, New York",Trans International Airlines,"Jamaica, NY - Washington D.C.",McDonnell Douglas DC-8-63CF,11,11,0,1970
2506,1970-09-26,"Near Vagar, Faeroe Islands, Denmark",Icelandair,Reykjavik - Vágar,Fokker F-27 Friendship 300,34,8,0,1970
2507,1970-09-30,"Near Da Nang, Vietnam",Air Vietnam (South Vietnam),Pleiku - Hue,Douglas DC-3-DST,38,4,0,1970
2508,1970-10-02,"Mt. Trelease, near Silver Plume, Colorado","Charter, Golden Eagle Aviation Inc.","Wichita - Denver - Logan, Utah",Martin 404,40,32,0,1970
2509,1970-10-02,"Near Taipei, Taiwan",Military - U.S. Air Force,Taipei - Ching Chuan Kang,Lockheed C-130E,43,43,0,1970
2510,1970-10-04,"Mahaffey, Pennsylvania",Private,"Dubois, PA - Roanoak, VA",Aero Commander 500-B,2,2,0,1970
2511,1970-10-06,"Near Germiston, South Africa",National Airways,"Johannesberg - Orapa Mine, Botswana",Douglas DC-3,11,3,0,1970
2512,1970-10-10,"Fort Dix, New Jersey",Saturn Airways,"Dayton, OH - Ft. Dix, NJ",Lockheed L-100-20 Hercules,3,3,0,1970
2513,1970-10-28,"Pointe-à-Pitre, Guadeloupe",Aerocosta Colombia,sin informacion,Curtiss C-46D,4,2,0,1970
2514,1970-11-14,"Near Huntington, West Virginia",Southern Airways,"Kingston, NC - Huntington, WV",McDonnell Douglas DC-9-31,75,75,0,1970
