id,fecha,ubicacion,aerolinea,ruta,tipo,total_abordo,fallecidos,fallecidos_en_tierra,anio
773,1945-02-06,"Nunters Burgh, England",Military -Royal Air Force,Thorney Island - Amiens,Douglas C-47 Dakota,23,23,0,1945
774,1945-02-13,"Off Oakland, California",Military - U.S. Navy,sin informacion,Douglas R4D-6,24,24,0,1945
775,1945-02-15,"Lagoa Santa, Brazil",Navegacao Aerea Brasileira,sin informacion,Lockheed 18 Loadstar,11,11,0,1945
776,1945-02-23,"Snezka mountains, Poland",Military - German Army,sin informacion,Junkers 52/3m,8,8,0,1945
777,1945-02-23,"Marion, Virginia",American Airlines,New York City - Los Angeles,Douglas DC-3,22,17,0,1945
778,1945-02-23,"Casablanca, Morocco",Military - United States Army Air Force,sin informacion,Curtiss C-46A,30,13,0,1945
779,1945-03-27,"Coral Sea, off Australia",Military - U.S. Air Force,Cooktown - Finschafen,Douglas C-47A-90-DL,24,24,0,1945
780,1945-04-09,"Kunming, China",China National Aviation Corporation,Kunming - Sichang,Douglas C-47,3,3,0,1945
781,1945-04-14,"Morgantown, West Virginia",Pennsylvania Central Airlines,Pittsburgh - Morgantown,Douglas DC-3,20,20,0,1945
782,1945-04-19,"Near Perth, Australia",Military - U.S. Navy,Perth - Adelaide,Douglas DC-3,13,13,0,1945
783,1945-04-20,"Near Steinreich, Germany",Lufthansa,Berlin - Prague - Vienna - Munich,Junkers JU-53/3m,20,18,0,1945
784,1945-04-20,"Sweetwater, Texas",Military - U.S. Army Air Forces,"Midland, TX - Nashville, TN",Douglas C-47-DL,25,25,0,1945
785,1945-04-21,"Near Piesenkofen, Germany",Deutsche Lufthansa,Berlin - Munich,Focke-Wulf FW 200,21,21,0,1945
786,1945-04-23,"North Barrule, Isle of Man, England",Military - U.S. Air Force,Ridgewell - Nutts Corner,B17G Flying Fortress,31,31,0,1945
787,1945-04-27,Washington D.C.,Page Airways,Washington - New York,Lockheed 18 Lodestar,13,6,0,1945
788,1945-05-05,"Manus Island, New Guinea",Military - U.S. Army Air Forces,Lorengau - Biak,Douglas C-54E-DO (DC-4),21,21,0,1945
789,1945-05-06,"Hindhead, England",Military - U.S. Army Air Forces,sin informacion,Curtiss-Wright C-46D-CU,30,30,1,1945
790,1945-05-09,"Roye, France",Military -Royal Air Force,England - Brussels,Avro Lancaster,31,31,0,1945
791,1945-05-13,"Iran Jayas, New Guinea",Military - U.S. Army Air Forces,sin informacion,Douglas C-47B-DK,23,20,0,1945
792,1945-05-30,"Off Drewin, Ivory Coast",Military - U.S. Army Air Forces,"Accra, Ghana - Monrovia, Liberia",Douglas C-47B-dK,21,21,0,1945
793,1945-06-15,China,China National Aviation Corporation,sin informacion,Douglas C-47,3,3,0,1945
794,1945-06-24,"Gealdton, Australia",Mac Robertson Miller Airlines,Perth - Geraldton - Carnarvon - Port Hedland,de Havilland DH-86A,11,2,0,1945
795,1945-06-25,"Swanage, England",Military -Royal Air Force,sin informacion,Consolidated LB-30A Liberator,27,27,0,1945
796,1945-06-29,"Bangalore, India",Military - Royal Indian Air Force,sin informacion,sin informacion,2,2,36,1945
797,1945-06-30,Texas,Military - U.S. Air Force,sin informacion,Boeing TB-29A Super Fortress,12,12,0,1945
798,1945-07-04,North Atlantic Ocean,Military -Royal Air Force,Montreal - Gander - Keflavik - Prestwick - Northolt,Consolidated LB-30A Liberator,15,15,0,1945
799,1945-07-11,"Near Kisumu, Kenya",Military - South African Air Force,Kisumu - Durban,Douglas C-47,28,28,0,1945
800,1945-07-12,"Near Florence, South Carolina",Eastern Air Lines / Military - U.S. Army Air Corps,Boston - NY - Washington DC - Jacksonville - Miami,Douglas DC-3-201C /  Army A-26,10,3,0,1945
801,1945-07-28,"New York, New York",Military - U.S. Army Air Forces,Bedford - New York,North American B-25D bomber,3,3,11,1945
802,1945-08-01,"Near San Luis Potosi, Mexico",Lineas Aereas Mineras,Mexico City - Nogales,Boeing 247D,12,12,0,1945
803,1945-08-03,"Fort de France, Martinique",Pan American World Airways,Port of Spain - Fort de France,Sikorsky S-43 (flying boat),14,4,0,1945
804,1945-08-11,"Ixtaccihuati, Mexico",Mexicana,Tapachula - Mexico City,Douglas DC-2-243,16,16,0,1945
805,1945-09-07,"Florence, South Carolina",Eastern Air Lines,Miami - New York City,Douglas DC-3,22,22,0,1945
806,1945-09-11,"Near Milne Bay, New Guinea",Military - Royal Australian Air Force,Milne Bay - Dobodura,Douglas C-47A,11,11,0,1945
807,1945-09-15,"Near Kansas, Missouri",Military - U.S. Army Air Forces,sin informacion,Douglas C-47B-DK,24,23,0,1945
808,1945-09-18,"Puncak Jaya, Papua New Guinea",Military - Royal Australian Air Force,Pitu - Merauke - Bamaga - Townsville,Douglas C-47B-5-DK,29,29,0,1945
809,1945-09-28,"Near Chihkiang, China",Military - United States Army Air Force,sin informacion,Curtiss C-46D,20,20,0,1945
810,1945-10-05,"Lakeland, Florida",National Airlines,Miami - Jacksonville,Lockheed 18 Lodestar,15,2,0,1945
811,1945-10-05,"Elvetham, England",Military -Royal Air Force,England - Prague,Consolidated LB-40-A Liberator,23,23,0,1945
812,1945-10-07,"Rennes, France",Military - Royal Air Force,London - Cairo,Short Stirling IV,26,26,0,1945
813,1945-10-13,"Melsbroek, Belgium",Military -Royal Air Force,London - Brussels - New Delhi,Consolidated LB-30-A Liberator,31,31,0,1945
814,1945-10-16,"Near Peking, China",Military - U.S. Army Air Forces,Hankou - Peking,Curtiss-Wright C-46F-CU,59,59,0,1945
815,1945-10-20,"Between Shanghi and Canton, China",China National Aviation Corporation,Shanghai - Canton,Douglas C-47,31,31,0,1945
816,1945-10-20,"Timor Sea, Atlantic Ocean",Military - Royal Australian Air Force,"Ambon, Indonesia - Darwin, Australia",Douglas C-47B,25,25,0,1945
817,1945-10-23,"Near Chiringa, India",Military - Royal Air Force,sin informacion,Douglas C-47B,14,14,0,1945
818,1945-10-24,"Tarapoto, Peru",Faucett,sin informacion,Faucett F-19,5,5,0,1945
819,1945-10-24,"Valetta, Malta",BOAC,London - Valetta - Cairo,Douglas C-47 Skytrain (DC-3),16,9,0,1945
820,1945-10-30,"Chihchiang, China",Military - U.S. Army Air Forces,Zhijiang - Shanghai,Curtiss-Wright C-46A-CK,50,45,0,1945
821,1945-11-01,"Herrenalb, Germany",Military - U.S. Army Air Forces,Bovingdon - Schleissheim,Douglas C-47A-DK,30,26,0,1945
822,1945-11-03,"Near Chuka, India",Military - U.S. Army Air Forces,Chabua - Karachi,Douglas C-54G,44,44,0,1945
823,1945-11-07,"Near Grants, New Mexico",National Skyway Freight Co.,Alberquerque -,Budd RB-1 Conestoga,3,1,0,1945
824,1945-11-08,"Off Corpus Christi, Texas",Military - U.S. Navy / Military - U.S. Navy,sin informacion,Martin PBM-3S  / Martin PBM-5,27,22,0,1945
825,1945-11-09,"Near Boccadi, Italy",Military - U.S. Army Air Forces,Athens - Naples,Douglas C-47A-DL,24,24,0,1945
826,1945-11-11,"Near Picinisco, Italy",Military - U.S. Army Air Forces,France - Athens,Boeing B-17G,20,20,0,1945
827,1945-11-11,Himalayas,Military - U.S. Army,"Chabau, India - Karachi, Pakistan",Douglas C-54,44,44,0,1945
828,1945-11-11,"Near Castel, Libya",Military -Royal Air Force,sin informacion,Short Stirling,29,29,0,1945
829,1945-11-13,"Near Tacloban, Philippines",Australian National Airways,sin informacion,Douglas C-48,17,16,0,1945
830,1945-11-15,Near Jacquinot Bay  New Guinea,Military - Royal Australian Air Force,Lae - Finschhafen - Jacquinot Bay - Rabaul,Douglas C-47 Dakota-DK,28,28,0,1945
831,1945-11-22,"White's Farm, England",Military -Royal Air Force,Merryfield - Bombay,Consolidated LB-30A Liberator,27,27,0,1945
832,1945-12-03,"Near Rochefort , France",Military -Royal Air Force,"India - Cambridge, England",Consolidated LB-30A Liberator,28,28,0,1945
833,1945-12-05,Off the Florida coast,Military - U.S. Navy,sin informacion,Five Grumman TBM Avengers,14,14,0,1945
834,1945-12-05,"Off Smyrna, Bahamas",Military - U.S. Navy,Patrol,Martin PBM Mariner,13,13,0,1945
835,1945-12-08,"Near Billings, Montana",Military - U.S. Army,Minneapolis - Fargo - Billings,Douglas C-47,21,17,0,1945
836,1945-12-18,"Voksenkollen, Norway",Military - Royal Air Force,Down Ampney - Copenhagen - Oslo,Douglas C-47B,17,17,0,1945
837,1945-12-25,"Bangui, French Equatorial Africa",Air France,Paris - N’Djamena - Bangui - Antananarivo,Lockheed 18 Lodestar,8,8,0,1945
838,1945-12-25,"Near Dudinka, Russia",Polyarnya Aviatsiya,sin informacion,Douglas DC-3,10,10,0,1945
839,1945-12-30,"New York City, New York",Eastern Air Lines,Philadelphia - New York City,Douglas DC-3,12,1,0,1945
840,1946-01-06,"Birmingham, Alabama",Pennsylvania Central Airlines,"New York City - Birmingham, AL",Douglas DC-3,11,3,0,1946
841,1946-01-09,"Changchun, China",Military - Chinese Air Force,sin informacion,Douglas C-47,18,18,0,1946
842,1946-01-14,"Near Netrubezh, Russia",Aeroflot,"Kharkov, Ukraine - Moscow",Lisunov Li-2,22,22,0,1946
843,1946-01-15,"Marseilles, France",Military -Royal Air Force,sin informacion,Douglas C-47 Dakota,25,23,0,1946
844,1946-01-18,"Cheshire, Connecticut",Eastern Air Lines,New York - Boston,Douglas DC-3-201E,17,17,0,1946
845,1946-01-19,"Crowsnest Pass, Alberta, Canada",Mililtary - Royal Canadian Air Force,"Comox, BC - Greenwood,NS",Douglas DC-3 Dakota,7,7,0,1946
846,1946-01-30,"Near Le Mans, France",Military - Royal Air Force,sin informacion,Douglas C-47B,11,11,0,1946
847,1946-01-31,"Mt. Elk, Wyoming",United Air Lines,Boise - Denver,Douglas DC-3-194H,21,21,0,1946
848,1946-02-05,"Negros, Philippines",Military - U.S. Army Air Forces,Iloilo - Cebu,Douglas C-47,20,20,0,1946
849,1946-02-21,"Charlottetown, PE, Canada",British Overseas Airways,sin informacion,Consolidated 32-2 Liberator II,14,1,0,1946
850,1946-03-03,"Live Oak Springs, California",American Airlines,Dallas - Tucon - San Diego,Douglas DC-3-227B,27,27,0,1946
851,1946-03-05,"Near Prague, Czechoslovakia",Ceskoslovenske Aerolinie,Paris - Prauge,Junkers JU-52/3m,15,12,0,1946
852,1946-03-10,"Off Hobart, Tasmania",Australian National Airways,Hobart - Melbourne,Douglas DC-3 (C-47DL),25,25,0,1946
853,1946-03-17,"Near Nanking, China",Military - Chinese Air Force,Shanghai - Nanking,sin informacion,20,20,0,1946
855,1946-03-19,"Hobart Mills, California",Military - U.S. Army Air Forces,"Stockton, CA - Ogden, UT",Douglas C-47B,26,26,0,1946
856,1946-03-23,"Off Ceylon, Cocos Islands, Indian Ocean",British Overseas Airways /Qantas,Karachi - Australia,Avro 691 Lancastrian 1,10,10,0,1946
857,1946-04-01,"near Craigavad, Northern Ireland",Railway Air Services Ltd.,Liverpool - Belfast,de Hvilland 89A Dragon Rapide,6,6,0,1946
858,1946-04-05,"Rabat, Malta",Military - Royal British Navy,sin informacion,Vickers Wellington bomber,4,4,16,1946
859,1946-04-08,"Near Shensi, China",sin informacion,Shensi - Yenan,sin informacion,14,14,0,1946
860,1946-04-22,"La Liberiad, Nicaragua",TACA,La Liberiad - Managua,Lockheed 14 Super Electra,21,20,0,1946
861,1946-04-30,"Pindi-Khut ,India",Military - Royal Air Force,sin informacion,Douglas C-47A,12,12,0,1946
862,1946-05-10,"Munson, Florida",Military U.S. Navy / Military - U.S. Navy,sin informacion,PBY4-2 Privateer / PB4Y-2 Privateer,28,28,0,1946
863,1946-05-16,"Richmond, Virginia",Viking Air Transport,Richmond - Atlanta,Douglas DC-3,27,27,0,1946
864,1946-05-22,"Oslo, Norway",DNL Norwegian Air Lines,Oslo - Stockholm,Junkers JU-52/3m,14,13,0,1946
865,1946-06-01,"Off Amalfi, Italy",Military - U.S. Army Air Forces,Cairo - Rome,Douglas C-54-DO (DC-4),38,30,0,1946
866,1946-06-09,"Taboga Island, Panama",Military - U.S. Army Air Forces,sin informacion,Douglas C-54D-DC (DC-4),23,23,0,1946
867,1946-06-09,"Near Abeokuta, Nigeria",Military -Royal Air Force,Kano - Ikeja,Douglas C-47 Dakota,18,18,0,1946
868,1946-06-29,Off Malaya,Military - Royal Air Force,sin informacion,Douglas C-47B,18,18,0,1946
869,1946-06-29,"Pau, France",Air France,sin informacion,Junkers Ju-52/3m,3,2,0,1946
870,1946-07-09,"Holyoke, Massachusetts",Military - U.S. Army Air Forces,sin informacion,Boeing B17G,25,25,0,1946
871,1946-07-11,"Reading, Pennsylvania",Trans Continental and Western Air,Training flight,Lockheed L-049 Constellation,6,5,0,1946
872,1946-07-13,"Tsinan, China",Central Air Transport,sin informacion,Curtiss C-46,49,13,0,1946
873,1946-07-17,"Cuenca, Ecuador",ANDESA,Guayaquil - Cuenca,Curtiss C-46D-10-CU,30,30,0,1946
874,1946-07-18,"Goodland, Kansas",Military - U.S. Army Air Corps,Topeka - Denver,Douglas C-47,13,13,0,1946
875,1946-07-20,Off the Panama coast,Military -  (2) U.S. Army Air Forces,sin informacion,Boeing B-17G / Boeing B-17G,20,20,0,1946
876,1946-07-25,"Bassein, Burma",Military -Royal Air Force,sin informacion,Douglas C-47 Dakota,22,22,0,1946
877,1946-07-26,"Near Huatesco, Veracruz, Mexico",Communicaciones Aereos de veracruz,Jalapa - Cordoba,Fairchild Pilgrim 100A,9,9,0,1946
878,1946-08-07,"Oslo, Norway",British European Airways,Northolt - Oslo,Douglas C-47A-10-DK,16,3,0,1946
879,1946-08-09,"Lakehurst, New Jersey",Atlantic Central Airlines,Atlantic City - Newark,Lockheed 18-56 Lodestar,6,4,0,1946
880,1946-08-14,"Malta-Luqa, Malta",BOAC,sin informacion,Douglas C-47A,5,1,0,1946
881,1946-08-20,"Rouen, France",British Overseas Airways,Palestine - London,Avro 691 Lancastrian 1,9,8,0,1946
882,1946-08-21,"Moline, Illinois",Trans Luxury Airlines,Teterboro - Chicago - San Francisco,Douglas C-47-DL,25,2,0,1946
883,1946-08-24,"Cairo, Egypt",Misrair,sin informacion,Avro Anson,9,6,0,1946
884,1946-08-31,"Near Prince Rupert, British Columbia, Canada",Queen Charlotte Airlines,Stewart - Prince Rupert,Supermarine Stranraer (flying boat),7,7,0,1946
885,1946-09-03,"Holtug, Denmark",Air France,Copenhagen - Paris,Douglas DC-3 (C-53D-DO),22,22,0,1946
886,1946-09-04,"Le Bourget, France",Air France,Paris - Croydon,Douglas DC-3,26,20,1,1946
887,1946-09-05,"Elko, Nevada",Trans-Luxury Airlines,New York City - San Francisco,Douglas DC-3 (C-47-A5-DL),22,21,0,1946
888,1946-09-07,"Bathurst, Gambia",British South American Airways,"Bathrust, - Argentina",Avro 685 York I,24,24,0,1946
889,1946-09-07,"Nome, Alaska",Mt. McKinley Airfreight,sin informacion,Douglas C-47A,4,4,0,1946
890,1946-09-15,"Estevan, Saskatchewan, Canada",Military - Royal Canadian Air Force,sin informacion,Douglas C-47A Dakota,21,21,0,1946
891,1946-09-17,"Brussels, Belgium",Sabena,Brussels - Croydon,Douglas C-47-DL,7,1,0,1946
892,1946-09-18,"Near Gander, Newfoundland",Sabena,Brussels - Shannon - Gander - New York City,Douglas DC-4-1009,44,27,0,1946
893,1946-09-19,"Near Tripoli, Libya",Military -Royal Air Force,"St. Mawan, England - Almaza, Egypt",Avro Lancaster,25,25,0,1946
894,1946-09-20,"Lochi Mountain, China",China National Aviation Corporation,"Sichang - Kunming, Yunnan",Curtiss Wright C-46,28,28,0,1946
895,1946-09-25,Near Hong Kong International Airport,Military - Royal Air Force,Hong Kong - Singapore,Douglas C-47B-25-DK,19,19,0,1946
896,1946-09-27,"Near Milngavie, Stirlingshire, Scotland",Railway Air Service Ltd.,Islay - Glascow,de Havilland 89A Dragon Rapide,7,7,0,1946
897,1946-09-27,"Rio Doce, Brazil",Panair do Brasil,Belo Horizonte  - Rio de Janerio,Douglas DC-3A-228D,25,25,0,1946
898,1946-10-03,"Stephenville, Newfoundland",American Overseas Airlines,Gander - Shannon,Douglas C-54E-5-DO,39,39,0,1946
899,1946-10-06,"Off Penang, Malaya",Military -Royal Air Force,sin informacion,Avro 685 York 1,21,21,0,1946
900,1946-10-07,"Apeldoorn, The Netherlands",Military - Royal Netherlands Naval Air Service,sin informacion,Fairey Firefly MK1,1,1,22,1946
901,1946-10-08,"Cheyenne, Wyoming",United Air Lines,San Francisco - Cheyenne - Chicago,Douglas DC-4,41,2,0,1946
902,1946-10-10,"Near Sefrou, Morocco",Air Ocean,Paris - Casablanca,Junkers Ju-52/3m,16,16,0,1946
903,1946-10-17,"Laramie, Wyoming",National Air Transport Services,Oakland - Chicago,Douglas DC-3,13,13,0,1946
904,1946-10-17,"Near Chitral, India",Military - Royal Air Force,sin informacion,Douglas C-47B,11,11,0,1946
905,1946-10-23,"Gebel Kalamoun, Egypt",Socotra,Paris - Cairo,Junkers JU-52/3m,24,1,0,1946
906,1946-11-01,"St Leger-la-Montagne, France",CTA Languedoc Roussillon,Paris - Toulouse - Casablanca,AAC-1 Toucan,27,23,0,1946
907,1946-11-05,"Near Moscow, Russia",Aeroflot,"Riga, Latvia - Moscow",Douglas C-47,26,13,0,1946
908,1946-11-11,"Cleveland, Ohio",United Air Lines,Chicago - Cleveland,Douglas DC-3 (C-53D-DO),20,2,0,1946
909,1946-11-13,"Lebec, California",Western Airlines,Palmdale - Burbank,Douglas C-53D-DO (DC-3),11,11,0,1946
910,1946-11-13,"Near Cofre de Perote, Mexico",Empressa Commun. Aéreas de Veracruz,Mexico City - Veracruz,Douglas DC-3,15,15,0,1946
911,1946-11-14,"Amsterdam, Netherlands",KLM Royal Dutch Airlines,London - Amsterdam,Douglas C-47A-90 DL (DC-3),26,26,0,1946
912,1946-11-16,North Pacific Ocean,Military - U.S. Army Air Forces,Guam - Iwo Jima,Douglas C-47,23,23,0,1946
913,1946-11-26,"San Jose, Costa Rica",Lineas Aéreas Costarricenses  LACSA,sin informacion,Douglas DC-3 (C-47A-90-DL),22,22,0,1946
914,1946-11-30,"El Palomar, Argentina",Fuerza Aérea Argentina,sin informacion,Vickers 620 Viking 1,18,5,0,1946
915,1946-12-04,"Meshed, Iran",Aeroflot,Meshed - Teheran,Lisunov Li-2,24,24,0,1946
916,1946-12-10,"Near Osaka, Japan",Military - U.S. Army Air Forces,sin informacion,Curtiss-Wright C-46F-CU,24,24,0,1946
917,1946-12-10,"Toledo, Washington",Military - U.S. Marine Corps,"Miramar NAS, California - Sand Point NB, Seattle",Curtiss-Wright R5C-1,32,32,0,1946
918,1946-12-14,"Mt. Banahaur, Philippines",Far Eastern Air Transport,Grace Park AF - Lucena,Douglas DC-3 (C-47-B-1-DK),14,12,0,1946
919,1946-12-17,"Caribbean, Atlantic Ocean",Winged Cargo Inc.,"Kingston, Jamaca - San Jose",Douglas C-47A,7,7,0,1946
920,1946-12-23,"Near Rio de Janeiro, Brazil",FAMA (Argentina),London - Buenos Aires.,Avro  685 York I,21,21,0,1946
921,1946-12-24,"Near San Diego, California",Western Airlines,Holtville - San Diego,Douglas DC-3 ( C-53D-DO),12,12,0,1946
922,1946-12-25,"Near Wusong, Jiangsu, China",CNAC,Chunking - Shanghi,Curtiss C-47,34,13,3,1946
923,1946-12-25,"Near Shanghai, China",CNAC,Chunking - Shanghi,Douglas DC-3,30,20,0,1946
924,1946-12-25,"Shanghai, China",CATA,Chunking - Shanghai,Douglas C-47,11,11,5,1946
925,1946-12-28,"Walshville, Illinois",Kansas City Southern Skyways,"Flint, MI - Washville, IL",Douglas C-47A,2,2,0,1946
926,1946-12-28,"Near Shannon, Ireland",Trans Continental and Western Air,Paris - Shannon,Lockheed 049 Consellation,23,13,0,1946
927,1946-12-28,"Michigan City, Indiana",American Airlines,Buffalo - Chicago,Douglas DC-3 (C-50A-DO),21,2,0,1946
928,1947-01-03,"Sao Paulo, Brazil",Panair do Brasil,sin informacion,Sikorsky S-43B (flying boat),14,11,0,1947
929,1947-01-05,"Tsingtao, China",China National Aviation Corporation,Shanghai - Tsingtao - Beijing,Curtis C-46,43,43,0,1947
930,1947-01-05,"Carmel, New Jersey",Nationwide Air Transport,Miami - Raleigh - Washington,Douglas DC-3,23,3,0,1947
931,1947-01-11,"Near Lympne, England",British Overseas Airways,London - Bordeaux  - Lagos,Douglas C-47A-1-DK,16,8,0,1947
932,1947-01-11,"Off Laoag, China",Far Eastern Air Transport,Shanghai - Manila,Douglas DC-4 (C-54A-DO),42,7,0,1947
933,1947-01-12,"Near Galax, Virginia",Eastern Air Lines,"Akron, OH - Winston/Salem, NC",Douglas DC-3,19,18,0,1947
934,1947-01-14,"Near Puebla, Mexico",Military - Mexican Air Force,Puebla - Oaxaca,Lockheed C-60 Lodestar,21,21,0,1947
935,1947-01-22,"Puesto Araujo, Colombia",AVIANCA,Bogota - Barrancabermeja,Douglas DC-3 ( C-47-DO),17,17,0,1947
936,1947-01-25,"Croydon, Surrey, England",Spencer Airways / Ceskoslovenske Aerolinie,Croydon - Rome - Salisbury,Douglas C-47 / Douglas DC-3,23,12,0,1947
937,1947-01-25,"Chongqing, China",China National Aviation Corporation,Canton - Chungking - Hong Kong,Douglas DC-3,19,19,0,1947
938,1947-01-25,Hong Kong,Philippine Air Lines,sin informacion,Douglas C-47A,4,4,0,1947
939,1947-01-26,"Copenhagen, Denmark",KLM Royal Dutch Airlines,Kobenhavn - Stockholm,Douglas C- C47A-30DK,22,22,0,1947
940,1947-01-28,"Near Hankow, China",China National Aviation Corporation,Shanghai - Hankow - Chungking,Curtiss C-46,26,25,0,1947
941,1947-02-01,"Near Lisbon, Portugal",Air France,Paris - Bordeaux - Lisbon,Douglas DC-3C,20,19,0,1947
942,1947-02-05,"Harrington, Delaware",International Air Freight,"New York, NY - Raleigh, NC",Douglas DC-3,3,1,0,1947
943,1947-02-06,"Pedro Bernardo, Spain",Aerovias Cuba International,Havana - Lisbon - Madrid,Douglas C-54B-15-DO,11,11,0,1947
944,1947-02-14,"Denver, Colorado",Slick Airways,"Omaha, NE - Denver, CO",Curtiss C-46E,2,2,0,1947
945,1947-02-15,"Near Bogota, Colombia",AVIANCA,Barranquilla - Bogota,Douglas DC-4,53,53,0,1947
946,1947-02-15,"Off Terracina, Italy",Military - Corrieri Aerei Militari,Rome - Cairo,Savoia-Marchetti SM-95,16,16,0,1947
947,1947-02-21,"Chungking, China",Military - Chinese Air Force,Sichang - Chungking,Douglas C-47,21,21,0,1947
948,1947-02-26,"China Sea, Pacific Ocean",Military - Royal Air Force,Singapore - Siagon,Douglas C-47B,12,12,0,1947
949,1947-03-05,"Near Georgia, USSR",Aeroflot,Tbilisi - Moscow - Vnoukovo,Doublas C-47,23,23,0,1947
950,1947-03-08,"L'isola di Ischia, Italy",Military - Royal Air Force,Hassani - Rome - Northolt,Douglas C-47B,13,13,0,1947
951,1947-03-08,"Cordillera, Colombia",VIARCO,Villavicencio - Bogota,Douglas C-47-DL,9,9,0,1947
952,1947-03-14,"Mt. Moucherolles, France",Air France,Lyons - Nice - Paris,Douglas DC-3 (C-47A-90-DL),23,23,0,1947
953,1947-03-17,"Near Medellin, Colombia",TACA,"Medellin, Colombia - San Jose, Costa Rica",Lockheed 18 Lodestar,8,8,0,1947
954,1947-03-18,"Negombo, Sri Lanka",Military - Royal Air Force,Negombo - Northolt,Avro York C1,15,11,0,1947
955,1947-04-08,"Near Caracas, Venezuela",Linea Aeropostal Venezolana,Cumana - Caracas,Douglas C-47A,27,27,0,1947
956,1947-04-13,"Off Dakar, Senegal",British South American Airways,Lisbon - Dakar,Avro 685 York I,15,6,0,1947
957,1947-04-22,"Columbus, Georgia",Delta Air Lines,Macon - Columbus,Douglas DC-3 (C-47DL) /Vultee BT-13,10,10,0,1947
958,1947-04-28,"Near Vancouver, British Columbia, Canada",Trans Canada Air Lines,Lethbridge - Vancouver,Lockheed 18 Loadstar,15,15,0,1947
959,1947-05-04,"Near Nicoya, Guanacaste, Costa Rica",TACA,Nicoya - San Jose,Lockheed 18 Loadstar,11,11,0,1947
960,1947-05-11,"Delaware Bay, New Jersey",Trans Continental and Western Air,Training,Lockheed L-049 Constellation,4,4,0,1947
961,1947-05-16,"Near Khabarovsk, Russia",Aeroflot,Nikolayevsk-on-Amur - Khabarovsk,Douglas DC-47,22,22,0,1947
962,1947-05-29,"La Guardia Airport, Queens, New York",United Air Lines,New York City - Cleveland,Douglas C-54B,48,43,0,1947
963,1947-05-29,"Atsugi, Japan",Military - U.S. Army Air Forces,Seoul - Tachikawa,Douglas C-54D-DC (DC-4),40,40,0,1947
964,1947-05-29,"Hjedinsfjordur, Iceland",Flugefelag,Reykjavík - Akureyri,Douglas DC-3,25,25,0,1947
965,1947-05-30,"Port Deposit, Maryland",Eastern Air Lines,Newark - Baltimore - Miami,Douglas C-54B-15-DO,53,53,0,1947
966,1947-06-04,"Near Gemenos, France",Air France,Marseille - Lyon,Junkers Ju-52,2,2,0,1947
967,1947-06-11,"Near Natal, Brazil",Flota Aérea Mercante Argentina,Buenos Aires - Natal - London,Avro 691 Lancastrian,18,5,0,1947
968,1947-06-13,"Leesburg, Virginia",Pennsylvania Central Airlines,Pittsburgh - Washington D.C.,Douglas DC-4 (C-54-DO),50,50,0,1947
969,1947-06-19,"Al Mayadin, Syria",Pan American World Airways,Karachi - Istanbul,Lockheed 049-46-21 Constellation,36,14,0,1947
970,1947-06-21,"Black Sea, Gulf of Karkinitsky",Aeroflot,sin informacion,Li-2,29,8,0,1947
971,1947-07-01,"Near Eaeka, French Cameroons",Air France,Bangu i- Yaoundé - Douala,Junkers JU-52/3m,13,13,0,1947
972,1947-07-13,"Melbourne, Florida",Burke Air Transport,Newark - Miami,Douglas DC-3,36,14,0,1947
973,1947-07-15,"Vichy ,France",Aero Cargo,Paris - Vichy,Junkers Ju-52/3m,19,1,0,1947
974,1947-07-16,"Az-Zubair, Iran",British Overseas Airways,Cairo - Basrah,Avro 685 York,6,6,0,1947
975,1947-07-25,"Moron, Argentina",Flota Aérea Mercante Argentina,Test flight,Avro 685 York I,6,2,2,1947
976,1947-07-31,"Near Yumen, China",Military - Chinese Air Force,Tihua - Lanzhou,Douglas C-47,26,26,0,1947
977,1947-08-02,"Andes, Argentina",British South American Airways,Buenos Aires - Santiago,Avro 691 Lancastrian 3,11,11,0,1947
978,1947-08-06,North Pacific Ocean,Military - U.S. Navy,Kodiak - Dutch Harbor,Consolidated PBY-5A Catalina,20,20,0,1947
979,1947-08-08,"New York, New York",American Airlines,New York - Buffalo,Douglas DC-3C,5,3,0,1947
980,1947-08-09,"Malmo, Sweden",AB Aerotransport,Amsterdam - Malmo,Douglas DC-3F,5,1,0,1947
981,1947-08-13,"Bucharest, Romania",Transporturile Aeriene Romano-Sovietice,Constanta - Bucharest,Lisunov Li-2,8,3,0,1947
982,1947-08-21,"Hanksville, Utah",Slick Airways,sin informacion,Curtiss C-46E,3,3,0,1947
983,1947-08-23,"Bahrain, Persian Gulf",British Overseas Airways,Karachi - Bahrain,Short Sandringham 5 (flying boat),26,10,0,1947
984,1947-08-28,"Harsiad, Norway",Norwegian Airlines,Tromso - Oslo,Short Sandringham (flying boat),35,35,0,1947
985,1947-10-08,"Near El Paso, Texas",American Airlines,New York City - Dallas - Los Angeles,Douglas DC-4,54,0,0,1947
986,1947-10-14,"Ocean, 800 miles east of Newfoundland",American International Airways,"Foynes, Ireland - Botwood, Newfoundland - New York",Boeing 314A,69,0,0,1947
987,1947-10-16,"Off Cartegena, Spain",Societe Aerienne du Littoral,Marseille - Oran,Bristol 170 Freighter I,43,41,0,1947
988,1947-10-16,"Sylva, North Carolina",Stratofreight,"Charlotte, NC - Gainsville, GA",Douglas DC-3,3,3,0,1947
